Cell,Drug,label
ACH-000250,6852167,0
ACH-000250,6753378,0
ACH-000250,6710780,0
ACH-000250,66577006,0
ACH-000250,65110,0
ACH-000250,6505803,0
ACH-000250,6450816,0
ACH-000250,6450551,0
ACH-000250,6445562,0
ACH-000250,6445533,0
ACH-000250,644241,0
ACH-000250,637858,0
ACH-000250,6253,0
ACH-000250,5746,0
ACH-000250,57339144,0
ACH-000250,56965967,0
ACH-000250,56962337,0
ACH-000250,560326,0
ACH-000250,54685215,0
ACH-000250,54676905,0
ACH-000250,5460769,0
ACH-000250,5459322,0
ACH-000250,5394,0
ACH-000250,53394750,0
ACH-000250,53340664,0
ACH-000250,5330286,0
ACH-000250,53302361,0
ACH-000250,5328940,0
ACH-000250,5327091,0
ACH-000250,5311497,0
ACH-000250,5311,0
ACH-000250,5289247,0
ACH-000250,5280757,0
ACH-000250,5278396,0
ACH-000250,5208,0
ACH-000250,51371303,0
ACH-000250,5113032,0
ACH-000250,49806720,0
ACH-000250,46943432,0
ACH-000250,46931012,0
ACH-000250,46930998,0
ACH-000250,46907787,0
ACH-000250,46885626,0
ACH-000250,46883536,0
ACH-000250,46843772,0
ACH-000250,46224516,0
ACH-000250,46191454,0
ACH-000250,44819241,0
ACH-000250,448013,0
ACH-000250,447912,0
ACH-000250,446378,0
ACH-000250,44632017,0
ACH-000250,44551660,0
ACH-000250,444795,0
ACH-000250,44462760,0
ACH-000250,44450571,0
ACH-000250,44224160,0
ACH-000250,44182295,0
ACH-000250,44143370,0
ACH-000250,44137675,0
ACH-000250,42642645,0
ACH-000250,42640,0
ACH-000250,3796,0
ACH-000250,36462,0
ACH-000250,3463933,1
ACH-000250,3385,0
ACH-000250,3218,0
ACH-000250,31703,0
ACH-000250,3005532,0
ACH-000250,300471,0
ACH-000250,2733526,0
ACH-000250,2726824,0
ACH-000250,25262965,0
ACH-000250,25257557,0
ACH-000250,25222038,0
ACH-000250,25195352,0
ACH-000250,25167777,0
ACH-000250,25126798,0
ACH-000250,25124816,1
ACH-000250,25102847,0
ACH-000250,25022668,0
ACH-000250,24978538,0
ACH-000250,24951314,0
ACH-000250,24894414,0
ACH-000250,24889392,0
ACH-000250,24826799,0
ACH-000250,24785538,0
ACH-000250,24776445,0
ACH-000250,24772860,0
ACH-000250,24756910,0
ACH-000250,24180719,0
ACH-000250,2375,0
ACH-000250,23725625,0
ACH-000250,2314623,0
ACH-000250,216326,0
ACH-000250,17755052,0
ACH-000250,176167,0
ACH-000250,176158,0
ACH-000250,16747388,0
ACH-000250,16725726,0
ACH-000250,16722836,0
ACH-000250,16095342,0
ACH-000250,159324,0
ACH-000250,156422,0
ACH-000250,148124,0
ACH-000250,1401,0
ACH-000250,126941,1
ACH-000250,126565,0
ACH-000250,123631,1
ACH-000250,11977753,0
ACH-000250,11960529,0
ACH-000250,11754511,0
ACH-000250,11713159,0
ACH-000250,11707110,0
ACH-000250,11667893,0
ACH-000250,11647372,0
ACH-000250,11640390,0
ACH-000250,11634725,0
ACH-000250,11625818,0
ACH-000250,11624601,0
ACH-000250,11617559,0
ACH-000250,11609586,0
ACH-000250,11493598,0
ACH-000250,11485656,0
ACH-000250,11455910,0
ACH-000250,11433190,0
ACH-000250,11404337,0
ACH-000250,11373846,0
ACH-000250,11338033,0
ACH-000250,11327430,0
ACH-000250,11316960,0
ACH-000250,11282283,0
ACH-000250,11178236,0
ACH-000250,11152667,0
ACH-000250,104842,0
ACH-000250,10459196,0
ACH-000250,10451420,0
ACH-000250,10390396,0
ACH-000250,10384072,0
ACH-000250,10341154,0
ACH-000250,10196499,0
ACH-000250,10184653,0
ACH-000250,10127622,0
ACH-000250,10113978,0
ACH-000250,10109823,0
ACH-000250,10096043,0
ACH-000250,10077147,0
ACH-000250,10074640,0
ACH-000250,10027278,0
ACH-000249,9967941,0
ACH-000249,9956222,0
ACH-000249,9956119,0
ACH-000249,9952773,0
ACH-000249,9943465,0
ACH-000249,9938202,0
ACH-000249,9931953,0
ACH-000249,9914412,0
ACH-000249,9911830,0
ACH-000249,9910224,0
ACH-000249,9907093,0
ACH-000249,9903786,0
ACH-000249,9884685,0
ACH-000249,9874913,0
ACH-000249,9868037,0
ACH-000249,9863776,1
ACH-000249,9858940,0
ACH-000249,9826528,1
ACH-000249,9826308,0
ACH-000249,9813758,0
ACH-000249,9810884,0
ACH-000249,9549184,0
ACH-000249,85668777,0
ACH-000249,84691,0
ACH-000249,8249,0
ACH-000249,82146,0
ACH-000249,76044,0
ACH-000249,7251185,0
ACH-000249,71271629,0
ACH-000249,704473,0
ACH-000249,6918848,0
ACH-000249,6918638,0
ACH-000249,6918454,1
ACH-000249,6918289,0
ACH-000249,6914657,0
ACH-000249,6852167,0
ACH-000249,6753378,0
ACH-000249,6710780,0
ACH-000249,66577006,0
ACH-000249,65110,0
ACH-000249,6505803,0
ACH-000249,6450816,0
ACH-000249,6450551,0
ACH-000249,6445562,0
ACH-000249,6445533,0
ACH-000249,644241,0
ACH-000249,644215,0
ACH-000249,637858,0
ACH-000249,6253,0
ACH-000249,60750,0
ACH-000249,5746,0
ACH-000249,57339144,0
ACH-000249,5717801,0
ACH-000249,56965967,0
ACH-000249,56962337,0
ACH-000249,560326,0
ACH-000249,5494449,0
ACH-000249,54685215,0
ACH-000249,54676905,0
ACH-000249,5460769,0
ACH-000249,5459322,0
ACH-000249,5394,0
ACH-000249,5384616,0
ACH-000249,53394750,0
ACH-000249,53340664,0
ACH-000249,5330286,0
ACH-000249,53302361,0
ACH-000249,5329102,0
ACH-000249,5328940,0
ACH-000249,5327091,0
ACH-000249,5311510,0
ACH-000249,5311497,0
ACH-000249,5311,0
ACH-000249,5291,0
ACH-000249,5289247,0
ACH-000249,5280757,0
ACH-000249,5278396,0
ACH-000249,521106,0
ACH-000249,5208,0
ACH-000249,51371303,0
ACH-000249,5113032,0
ACH-000249,4993,0
ACH-000249,49836027,0
ACH-000249,49821040,0
ACH-000249,49806720,0
ACH-000249,46943432,0
ACH-000249,46931012,0
ACH-000249,46930998,0
ACH-000249,46907787,0
ACH-000249,46885626,0
ACH-000249,46883536,0
ACH-000249,46844147,0
ACH-000249,46843772,0
ACH-000249,462382,0
ACH-000249,46224516,0
ACH-000249,46191454,0
ACH-000249,44819241,0
ACH-000249,448013,0
ACH-000249,447912,0
ACH-000249,446378,0
ACH-000249,44551660,0
ACH-000249,444795,0
ACH-000249,44462760,0
ACH-000249,44450571,0
ACH-000249,44224160,0
ACH-000249,44182295,1
ACH-000249,44143370,0
ACH-000249,44137675,0
ACH-000249,42642645,0
ACH-000249,42640,0
ACH-000249,4263900,0
ACH-000249,4261,0
ACH-000249,387447,0
ACH-000249,3796,0
ACH-000249,36462,0
ACH-000249,36314,0
ACH-000249,3463933,0
ACH-000249,3385,0
ACH-000249,3218,0
ACH-000249,31703,0
ACH-000249,3062316,0
ACH-000249,3005532,0
ACH-000249,300471,0
ACH-000249,2733526,0
ACH-000249,2726824,0
ACH-000249,25262965,0
ACH-000249,25257557,0
ACH-000249,25222038,0
ACH-000249,25195352,0
ACH-000249,25167777,0
ACH-000249,25126798,0
ACH-000249,25124816,0
ACH-000249,25102847,0
ACH-000249,25022668,0
ACH-000249,24978538,0
ACH-000249,24951314,0
ACH-000249,24894414,0
ACH-000249,24889392,0
ACH-000249,24826799,0
ACH-000249,24825971,0
ACH-000249,24785538,0
ACH-000249,24776445,0
ACH-000249,24772860,0
ACH-000249,24756910,0
ACH-000249,24180719,0
ACH-000249,2375,0
ACH-000249,23725625,0
ACH-000249,2314623,0
ACH-000249,216326,0
ACH-000249,216239,0
ACH-000249,208908,0
ACH-000249,20635522,0
ACH-000249,17755052,0
ACH-000249,176870,0
ACH-000249,176167,0
ACH-000249,176158,0
ACH-000249,16760646,0
ACH-000249,16747388,0
ACH-000249,16725726,0
ACH-000249,16722836,0
ACH-000249,16663089,0
ACH-000249,16095342,0
ACH-000249,16038120,0
ACH-000249,160355,0
ACH-000249,159324,0
ACH-000249,156422,0
ACH-000249,148124,0
ACH-000249,1401,0
ACH-000249,126941,0
ACH-000249,126565,0
ACH-000249,123631,0
ACH-000249,11977753,0
ACH-000249,11960529,0
ACH-000249,11844351,0
ACH-000249,11754511,0
ACH-000249,11713159,0
ACH-000249,11707110,1
ACH-000249,11676786,0
ACH-000249,11667893,0
ACH-000249,11647372,0
ACH-000249,11640390,0
ACH-000249,11634725,0
ACH-000249,11626927,0
ACH-000249,11626560,0
ACH-000249,11625818,0
ACH-000249,11624601,0
ACH-000249,11617559,0
ACH-000249,11609586,0
ACH-000249,11493598,0
ACH-000249,11485656,0
ACH-000249,11455910,0
ACH-000249,11433190,0
ACH-000249,11404337,0
ACH-000249,11373846,0
ACH-000249,11364421,0
ACH-000249,11338033,0
ACH-000249,11327430,0
ACH-000249,11316960,0
ACH-000249,11282283,0
ACH-000249,11178236,0
ACH-000249,11152667,0
ACH-000249,104842,0
ACH-000249,10461815,0
ACH-000249,10459196,0
ACH-000249,10451420,0
ACH-000249,10390396,0
ACH-000249,10341154,0
ACH-000249,10302451,0
ACH-000249,10200390,0
ACH-000249,10196499,0
ACH-000249,10184653,0
ACH-000249,10172943,0
ACH-000249,10127622,1
ACH-000249,10113978,0
ACH-000249,10109823,0
ACH-000249,10096043,0
ACH-000249,10077147,0
ACH-000249,10074640,0
ACH-000249,10027278,0
ACH-000248,9967941,0
ACH-000248,9956222,0
ACH-000248,9956119,0
ACH-000248,9952773,0
ACH-000248,9943465,1
ACH-000248,9938202,0
ACH-000248,9931953,0
ACH-000248,9914412,0
ACH-000248,9911830,0
ACH-000248,9910224,0
ACH-000248,9903786,0
ACH-000248,9884685,0
ACH-000248,9874913,1
ACH-000248,9868037,0
ACH-000248,9858940,0
ACH-000248,9826528,0
ACH-000248,9813758,0
ACH-000248,9810884,1
ACH-000248,84691,0
ACH-000248,8249,0
ACH-000248,82146,0
ACH-000248,71271629,0
ACH-000248,704473,0
ACH-000248,6918848,0
ACH-000248,6918638,0
ACH-000248,6918454,0
ACH-000248,6918289,0
ACH-000248,6852167,0
ACH-000248,6753378,0
ACH-000248,6710780,0
ACH-000248,66577006,0
ACH-000248,65110,1
ACH-000248,6505803,0
ACH-000248,6450816,0
ACH-000248,6450551,0
ACH-000248,6445562,1
ACH-000248,6445533,0
ACH-000248,644241,0
ACH-000248,637858,0
ACH-000248,6253,0
ACH-000248,60750,0
ACH-000248,5746,0
ACH-000248,56965967,0
ACH-000248,54685215,0
ACH-000248,54676905,0
ACH-000248,5460769,0
ACH-000248,5459322,1
ACH-000248,53394750,0
ACH-000248,53340664,0
ACH-000248,5330286,0
ACH-000248,53302361,0
ACH-000248,5328940,0
ACH-000248,5327091,0
ACH-000248,5311497,0
ACH-000248,5311,0
ACH-000248,5289247,0
ACH-000248,5280757,0
ACH-000248,5278396,0
ACH-000248,521106,0
ACH-000248,5208,0
ACH-000248,51371303,0
ACH-000248,5113032,0
ACH-000248,49806720,0
ACH-000248,46943432,0
ACH-000248,46931012,0
ACH-000248,46930998,1
ACH-000248,46907787,0
ACH-000248,46885626,0
ACH-000248,46883536,1
ACH-000248,46843772,0
ACH-000248,46224516,0
ACH-000248,46191454,0
ACH-000248,44819241,0
ACH-000248,448013,0
ACH-000248,447912,0
ACH-000248,446378,0
ACH-000248,44551660,0
ACH-000248,444795,1
ACH-000248,44450571,1
ACH-000248,44224160,0
ACH-000248,44182295,0
ACH-000248,44143370,0
ACH-000248,44137675,0
ACH-000248,42642645,0
ACH-000248,42640,0
ACH-000248,4263900,0
ACH-000248,3796,0
ACH-000248,36462,0
ACH-000248,3463933,1
ACH-000248,3385,0
ACH-000248,3218,0
ACH-000248,31703,0
ACH-000248,3005532,0
ACH-000248,300471,0
ACH-000248,2733526,0
ACH-000248,2726824,0
ACH-000248,25262965,0
ACH-000248,25257557,0
ACH-000248,25222038,0
ACH-000248,25195352,0
ACH-000248,25167777,0
ACH-000248,25126798,0
ACH-000248,25124816,1
ACH-000248,25102847,0
ACH-000248,25022668,0
ACH-000248,24978538,0
ACH-000248,24951314,0
ACH-000248,24894414,1
ACH-000248,24889392,0
ACH-000248,24826799,0
ACH-000248,24785538,0
ACH-000248,24776445,0
ACH-000248,24772860,0
ACH-000248,24756910,0
ACH-000248,24180719,0
ACH-000248,2375,0
ACH-000248,23725625,0
ACH-000248,2314623,1
ACH-000248,216326,0
ACH-000248,17755052,0
ACH-000248,176167,0
ACH-000248,176158,0
ACH-000248,16747388,0
ACH-000248,16725726,0
ACH-000248,16722836,0
ACH-000248,16095342,0
ACH-000248,159324,0
ACH-000248,156422,1
ACH-000248,148124,0
ACH-000248,1401,0
ACH-000248,126941,1
ACH-000248,126565,0
ACH-000248,123631,1
ACH-000248,11977753,0
ACH-000248,11960529,0
ACH-000248,11754511,0
ACH-000248,11713159,0
ACH-000248,11667893,1
ACH-000248,11647372,0
ACH-000248,11640390,0
ACH-000248,11634725,0
ACH-000248,11625818,0
ACH-000248,11624601,1
ACH-000248,11617559,0
ACH-000248,11609586,0
ACH-000248,11493598,0
ACH-000248,11485656,0
ACH-000248,11455910,0
ACH-000248,11433190,0
ACH-000248,11404337,0
ACH-000248,11373846,0
ACH-000248,11338033,0
ACH-000248,11327430,0
ACH-000248,11316960,0
ACH-000248,11282283,0
ACH-000248,11178236,0
ACH-000248,11152667,0
ACH-000248,104842,0
ACH-000248,10459196,0
ACH-000248,10451420,0
ACH-000248,10390396,0
ACH-000248,10384072,0
ACH-000248,10341154,0
ACH-000248,10200390,0
ACH-000248,10196499,1
ACH-000248,10184653,1
ACH-000248,10127622,0
ACH-000248,10113978,0
ACH-000248,10109823,1
ACH-000248,10096043,0
ACH-000248,10077147,0
ACH-000248,10074640,0
ACH-000248,10027278,0
ACH-000247,9967941,0
ACH-000247,9956222,0
ACH-000247,9956119,0
ACH-000247,9952773,0
ACH-000247,9943465,0
ACH-000247,9938202,0
ACH-000247,9931953,0
ACH-000247,9914412,0
ACH-000247,9911830,0
ACH-000247,9910224,0
ACH-000247,9903786,0
ACH-000247,9884685,0
ACH-000247,9874913,0
ACH-000247,9868037,0
ACH-000247,9826528,1
ACH-000247,9813758,0
ACH-000247,9810884,0
ACH-000247,85668777,0
ACH-000247,84691,0
ACH-000247,8249,0
ACH-000247,82146,0
ACH-000247,704473,0
ACH-000247,6918848,0
ACH-000247,6918638,0
ACH-000247,6918454,1
ACH-000247,6918289,0
ACH-000247,6852167,0
ACH-000247,6710780,0
ACH-000247,66577006,0
ACH-000247,65110,0
ACH-000247,6505803,0
ACH-000247,6450816,0
ACH-000247,6450551,0
ACH-000247,6445562,0
ACH-000247,6445533,0
ACH-000247,644241,0
ACH-000247,6253,1
ACH-000247,60750,0
ACH-000247,5746,0
ACH-000247,57339144,0
ACH-000247,56965967,0
ACH-000247,56962337,0
ACH-000247,560326,0
ACH-000247,54676905,0
ACH-000247,5460769,0
ACH-000247,5459322,0
ACH-000247,5394,0
ACH-000247,53394750,0
ACH-000247,53340664,0
ACH-000247,5330286,0
ACH-000247,53302361,0
ACH-000247,5328940,0
ACH-000247,5327091,1
ACH-000247,5311497,0
ACH-000247,5311,0
ACH-000247,5289247,0
ACH-000247,5280757,1
ACH-000247,5278396,0
ACH-000247,521106,0
ACH-000247,5208,0
ACH-000247,51371303,0
ACH-000247,5113032,0
ACH-000247,49806720,0
ACH-000247,46943432,0
ACH-000247,46931012,0
ACH-000247,46930998,0
ACH-000247,46907787,0
ACH-000247,46885626,0
ACH-000247,46883536,1
ACH-000247,46224516,0
ACH-000247,46191454,0
ACH-000247,44819241,0
ACH-000247,448013,0
ACH-000247,447912,0
ACH-000247,446378,0
ACH-000247,44551660,0
ACH-000247,444795,0
ACH-000247,44462760,0
ACH-000247,44450571,0
ACH-000247,44224160,0
ACH-000247,44182295,1
ACH-000247,44143370,0
ACH-000247,44137675,0
ACH-000247,42642645,0
ACH-000247,42640,0
ACH-000247,4263900,0
ACH-000247,3796,0
ACH-000247,36462,0
ACH-000247,3463933,1
ACH-000247,3385,0
ACH-000247,3218,0
ACH-000247,31703,0
ACH-000247,3005532,0
ACH-000247,300471,0
ACH-000247,2726824,0
ACH-000247,25262965,0
ACH-000247,25257557,0
ACH-000247,25222038,0
ACH-000247,25195352,0
ACH-000247,25167777,0
ACH-000247,25126798,0
ACH-000247,25124816,1
ACH-000247,25102847,0
ACH-000247,25022668,0
ACH-000247,24978538,1
ACH-000247,24951314,0
ACH-000247,24894414,0
ACH-000247,24889392,0
ACH-000247,24826799,0
ACH-000247,24785538,0
ACH-000247,24776445,0
ACH-000247,24772860,0
ACH-000247,24756910,0
ACH-000247,24180719,0
ACH-000247,2375,0
ACH-000247,23725625,0
ACH-000247,2314623,0
ACH-000247,216326,0
ACH-000247,17755052,0
ACH-000247,176167,0
ACH-000247,16747388,0
ACH-000247,16725726,0
ACH-000247,16722836,0
ACH-000247,16720766,0
ACH-000247,159324,0
ACH-000247,156422,0
ACH-000247,148124,0
ACH-000247,1401,0
ACH-000247,126941,0
ACH-000247,126565,0
ACH-000247,123631,0
ACH-000247,11977753,0
ACH-000247,11960529,0
ACH-000247,11754511,0
ACH-000247,11713159,0
ACH-000247,11707110,1
ACH-000247,11667893,0
ACH-000247,11647372,0
ACH-000247,11640390,0
ACH-000247,11634725,0
ACH-000247,11625818,0
ACH-000247,11624601,0
ACH-000247,11617559,0
ACH-000247,11609586,0
ACH-000247,11493598,0
ACH-000247,11485656,0
ACH-000247,11455910,0
ACH-000247,11433190,1
ACH-000247,11404337,0
ACH-000247,11373846,0
ACH-000247,11338033,0
ACH-000247,11327430,0
ACH-000247,11316960,0
ACH-000247,11282283,0
ACH-000247,11178236,0
ACH-000247,11152667,1
ACH-000247,104842,0
ACH-000247,10459196,0
ACH-000247,10451420,0
ACH-000247,10341154,0
ACH-000247,10196499,0
ACH-000247,10184653,0
ACH-000247,10127622,1
ACH-000247,10109823,0
ACH-000247,10096043,0
ACH-000247,10077147,0
ACH-000247,10074640,0
ACH-000247,10027278,0
ACH-000245,9967941,0
ACH-000245,9956222,1
ACH-000245,9956119,1
ACH-000245,9952773,1
ACH-000245,9943465,0
ACH-000245,9938202,0
ACH-000245,9931953,0
ACH-000245,9914412,1
ACH-000245,9911830,1
ACH-000245,9910224,1
ACH-000245,9907093,0
ACH-000245,9903786,1
ACH-000245,9884685,1
ACH-000245,9874913,1
ACH-000245,9868037,1
ACH-000245,9863776,0
ACH-000245,9858940,1
ACH-000245,9826528,0
ACH-000245,9826308,0
ACH-000245,9813758,0
ACH-000245,9810884,1
ACH-000245,9549184,1
ACH-000245,85668777,0
ACH-000245,84691,0
ACH-000245,8249,0
ACH-000245,82146,0
ACH-000245,76044,0
ACH-000245,7251185,1
ACH-000245,71271629,1
ACH-000245,704473,1
ACH-000245,6918848,1
ACH-000245,6918638,1
ACH-000245,6918454,0
ACH-000245,6918289,1
ACH-000245,6914657,0
ACH-000245,6852167,1
ACH-000245,6753378,1
ACH-000245,6710780,1
ACH-000245,66577006,1
ACH-000245,65110,1
ACH-000245,6505803,0
ACH-000245,6450816,0
ACH-000245,6450551,1
ACH-000245,6445562,1
ACH-000245,6445533,0
ACH-000245,644241,0
ACH-000245,644215,1
ACH-000245,637858,0
ACH-000245,6253,0
ACH-000245,60750,0
ACH-000245,5746,0
ACH-000245,57339144,1
ACH-000245,5717801,0
ACH-000245,56965967,1
ACH-000245,56962337,1
ACH-000245,560326,1
ACH-000245,5494449,1
ACH-000245,54685215,1
ACH-000245,54676905,0
ACH-000245,5460769,0
ACH-000245,5459322,0
ACH-000245,5394,0
ACH-000245,53394750,1
ACH-000245,53340664,1
ACH-000245,5330286,0
ACH-000245,53302361,0
ACH-000245,5329102,0
ACH-000245,5328940,0
ACH-000245,5327091,0
ACH-000245,5311510,1
ACH-000245,5311497,0
ACH-000245,5311,0
ACH-000245,5291,0
ACH-000245,5289247,0
ACH-000245,5280757,1
ACH-000245,5278396,1
ACH-000245,521106,1
ACH-000245,5208,0
ACH-000245,51371303,0
ACH-000245,5113032,1
ACH-000245,4993,0
ACH-000245,49836027,1
ACH-000245,49821040,0
ACH-000245,49806720,1
ACH-000245,46943432,1
ACH-000245,46931012,1
ACH-000245,46930998,0
ACH-000245,46907787,0
ACH-000245,46883536,1
ACH-000245,46844147,0
ACH-000245,46843772,0
ACH-000245,462382,1
ACH-000245,46224516,0
ACH-000245,46191454,1
ACH-000245,44819241,1
ACH-000245,448013,0
ACH-000245,447912,1
ACH-000245,446378,0
ACH-000245,44632017,1
ACH-000245,44551660,1
ACH-000245,444795,0
ACH-000245,44462760,0
ACH-000245,44450571,0
ACH-000245,44224160,1
ACH-000245,44182295,0
ACH-000245,44143370,1
ACH-000245,44137675,0
ACH-000245,42642645,1
ACH-000245,42640,0
ACH-000245,4263900,1
ACH-000245,4261,0
ACH-000245,387447,0
ACH-000245,3796,1
ACH-000245,36462,0
ACH-000245,36314,0
ACH-000245,3463933,0
ACH-000245,3385,0
ACH-000245,3218,0
ACH-000245,31703,0
ACH-000245,3005532,0
ACH-000245,300471,0
ACH-000245,2733526,0
ACH-000245,2726824,0
ACH-000245,25262965,0
ACH-000245,25257557,1
ACH-000245,25222038,0
ACH-000245,25195352,0
ACH-000245,25167777,1
ACH-000245,25126798,1
ACH-000245,25124816,1
ACH-000245,25102847,1
ACH-000245,25022668,1
ACH-000245,24978538,0
ACH-000245,24951314,1
ACH-000245,24894414,1
ACH-000245,24889392,1
ACH-000245,24826799,0
ACH-000245,24825971,1
ACH-000245,24785538,0
ACH-000245,24776445,1
ACH-000245,24772860,1
ACH-000245,24756910,1
ACH-000245,24180719,0
ACH-000245,2375,1
ACH-000245,23725625,0
ACH-000245,2314623,0
ACH-000245,216326,0
ACH-000245,216239,0
ACH-000245,208908,1
ACH-000245,20635522,0
ACH-000245,17755052,0
ACH-000245,176870,1
ACH-000245,176167,0
ACH-000245,176158,1
ACH-000245,16760646,1
ACH-000245,16747388,1
ACH-000245,16725726,1
ACH-000245,16722836,1
ACH-000245,16720766,0
ACH-000245,16663089,1
ACH-000245,16095342,0
ACH-000245,16038120,0
ACH-000245,160355,1
ACH-000245,159324,0
ACH-000245,156422,0
ACH-000245,148124,0
ACH-000245,1401,0
ACH-000245,126941,1
ACH-000245,126565,0
ACH-000245,123631,0
ACH-000245,11977753,0
ACH-000245,11960529,0
ACH-000245,11754511,1
ACH-000245,11713159,0
ACH-000245,11707110,0
ACH-000245,11676786,0
ACH-000245,11667893,0
ACH-000245,11647372,1
ACH-000245,11640390,0
ACH-000245,11634725,0
ACH-000245,11626927,1
ACH-000245,11626560,0
ACH-000245,11625818,1
ACH-000245,11624601,0
ACH-000245,11617559,0
ACH-000245,11609586,0
ACH-000245,11493598,0
ACH-000245,11485656,1
ACH-000245,11455910,0
ACH-000245,11433190,0
ACH-000245,11404337,0
ACH-000245,11373846,1
ACH-000245,11364421,0
ACH-000245,11338033,1
ACH-000245,11327430,0
ACH-000245,11316960,0
ACH-000245,11282283,1
ACH-000245,11178236,0
ACH-000245,11152667,1
ACH-000245,104842,0
ACH-000245,10461815,1
ACH-000245,10459196,0
ACH-000245,10451420,1
ACH-000245,10390396,0
ACH-000245,10384072,0
ACH-000245,10341154,0
ACH-000245,10302451,0
ACH-000245,10200390,0
ACH-000245,10196499,1
ACH-000245,10184653,0
ACH-000245,10172943,1
ACH-000245,10127622,0
ACH-000245,10113978,0
ACH-000245,10109823,1
ACH-000245,10096043,0
ACH-000245,10077147,1
ACH-000245,10074640,0
ACH-000245,10027278,1
ACH-000244,9967941,0
ACH-000244,9956222,0
ACH-000244,9956119,0
ACH-000244,9952773,0
ACH-000244,9943465,0
ACH-000244,9938202,0
ACH-000244,9931953,0
ACH-000244,9914412,0
ACH-000244,9911830,1
ACH-000244,9910224,0
ACH-000244,9903786,0
ACH-000244,9884685,0
ACH-000244,9874913,0
ACH-000244,9868037,1
ACH-000244,9863776,0
ACH-000244,9858940,0
ACH-000244,9826528,0
ACH-000244,9813758,0
ACH-000244,9810884,0
ACH-000244,85668777,0
ACH-000244,84691,0
ACH-000244,8249,0
ACH-000244,71271629,0
ACH-000244,704473,0
ACH-000244,6918848,0
ACH-000244,6918638,0
ACH-000244,6918454,0
ACH-000244,6918289,0
ACH-000244,6914657,0
ACH-000244,6852167,0
ACH-000244,6753378,0
ACH-000244,6710780,0
ACH-000244,66577006,0
ACH-000244,65110,0
ACH-000244,6505803,0
ACH-000244,6450816,0
ACH-000244,6450551,0
ACH-000244,6445562,1
ACH-000244,6445533,0
ACH-000244,644241,0
ACH-000244,637858,0
ACH-000244,6253,0
ACH-000244,60750,0
ACH-000244,5746,0
ACH-000244,57339144,0
ACH-000244,56965967,0
ACH-000244,56962337,0
ACH-000244,560326,0
ACH-000244,54685215,0
ACH-000244,54676905,0
ACH-000244,5460769,0
ACH-000244,5459322,0
ACH-000244,5394,0
ACH-000244,53394750,0
ACH-000244,53340664,0
ACH-000244,5330286,0
ACH-000244,53302361,0
ACH-000244,5328940,0
ACH-000244,5327091,0
ACH-000244,5311497,0
ACH-000244,5311,0
ACH-000244,5289247,0
ACH-000244,5280757,0
ACH-000244,5278396,0
ACH-000244,521106,0
ACH-000244,5208,0
ACH-000244,51371303,1
ACH-000244,5113032,0
ACH-000244,49806720,0
ACH-000244,46943432,0
ACH-000244,46931012,0
ACH-000244,46930998,0
ACH-000244,46907787,0
ACH-000244,46885626,0
ACH-000244,46883536,1
ACH-000244,46224516,0
ACH-000244,46191454,0
ACH-000244,44819241,0
ACH-000244,448013,0
ACH-000244,447912,0
ACH-000244,446378,0
ACH-000244,44632017,0
ACH-000244,44551660,1
ACH-000244,444795,0
ACH-000244,44462760,0
ACH-000244,44450571,0
ACH-000244,44224160,0
ACH-000244,44182295,0
ACH-000244,44143370,0
ACH-000244,44137675,1
ACH-000244,42642645,1
ACH-000244,42640,0
ACH-000244,4263900,0
ACH-000244,3796,0
ACH-000244,36462,0
ACH-000244,3463933,0
ACH-000244,3385,0
ACH-000244,3218,0
ACH-000244,31703,0
ACH-000244,3005532,0
ACH-000244,300471,0
ACH-000244,2733526,0
ACH-000244,2726824,0
ACH-000244,25262965,0
ACH-000244,25257557,0
ACH-000244,25222038,0
ACH-000244,25195352,0
ACH-000244,25167777,0
ACH-000244,25126798,0
ACH-000244,25124816,0
ACH-000244,25102847,1
ACH-000244,25022668,0
ACH-000244,24978538,0
ACH-000244,24951314,0
ACH-000244,24894414,0
ACH-000244,24889392,1
ACH-000244,24826799,0
ACH-000244,24785538,0
ACH-000244,24776445,0
ACH-000244,24772860,0
ACH-000244,24756910,0
ACH-000244,24180719,0
ACH-000244,2375,0
ACH-000244,23725625,0
ACH-000244,2314623,0
ACH-000244,216326,0
ACH-000244,17755052,0
ACH-000244,176167,0
ACH-000244,176158,0
ACH-000244,16747388,0
ACH-000244,16725726,0
ACH-000244,16722836,1
ACH-000244,16720766,0
ACH-000244,16095342,0
ACH-000244,159324,0
ACH-000244,156422,0
ACH-000244,148124,0
ACH-000244,1401,0
ACH-000244,126941,0
ACH-000244,126565,0
ACH-000244,123631,0
ACH-000244,11977753,0
ACH-000244,11960529,0
ACH-000244,11754511,1
ACH-000244,11713159,0
ACH-000244,11707110,1
ACH-000244,11667893,0
ACH-000244,11647372,0
ACH-000244,11640390,0
ACH-000244,11634725,0
ACH-000244,11625818,0
ACH-000244,11624601,0
ACH-000244,11617559,0
ACH-000244,11609586,0
ACH-000244,11493598,0
ACH-000244,11485656,1
ACH-000244,11455910,0
ACH-000244,11433190,1
ACH-000244,11404337,0
ACH-000244,11373846,0
ACH-000244,11338033,0
ACH-000244,11327430,0
ACH-000244,11316960,0
ACH-000244,11282283,0
ACH-000244,11178236,0
ACH-000244,11152667,0
ACH-000244,104842,0
